"facility_name","RN_Fluctuation","CNA_Fluctuation","avg_census"
"LIFE CARE CENTER OF NASHOBA VALLEY","18.216014945276292","22.319507183154037","105.07777777777778"
"OKEECHOBEE HEALTH CARE FACILITY","18.209490233544148","24.17910260662466","200.25555555555556"
"MANCHESTER REHABILITATION AND  HEALTHCARE CENTER","18.205019989249905","24.681573211198987","120.62222222222222"
"TREASURE ISLE CARE CENTER","18.20484876109884","22.91682652310606","166.84444444444443"
"WEST BLOOMFIELD HEALTH AND REHABILITATION CENTER","18.201745708744774","23.387455700055963","132.5"
"BRIDGEWATER PARK HEALTH & REHABILITATION CENTER","18.19027453621499","20.786449305234918","114.31111111111112"
"SEAFORD CENTER","18.186765106391277","21.072798124596147","94.35555555555555"
"MAGNOLIA RIDGE HEALTH AND REHABILITATION CENTER","18.184998524836747","29.603707443190668","150.86666666666667"
"PALOS HEIGHTS REHABILITATION","18.18179798183246","20.021761120431105","112.13333333333334"
"CANYON SPRINGS POST-ACUTE","18.178004868167736","30.32923293127625","182.33333333333334"
"NORTHCHASE NURSING AND REHABILITATION CENTER","18.17261234357661","24.846656461077703","129.5222222222222"
"TURLOCK NURSING & REHABILITATION CENTER","18.165103760746238","21.036577517862266","128.9777777777778"
"MT ALVERNA HOME INC","18.1590706215744","27.30029180648322","142.95555555555555"
"SARASOTA MEMORIAL NURSING & REHABILITATION CENTER","18.158344484386966","21.682471187666668","99.4"
"CHESTNUT RIDGE NSG & REHAB CTR","18.1565379539825","23.52380143110987","131.7"
"EAST COBB CENTER FOR NURSING AND HEALING LLC","18.148729247068395","21.545836551909463","109.33333333333333"
"AUTUMN CARE OF MARION","18.136972777260713","20.633226993850844","102.54444444444445"
"AURORA HEALTH AND REHABILITATION","18.134737737899442","45.38841877383112","76.89502762430939"
"BORGESS GARDENS","18.121890254488434","22.56515844358638","79.47777777777777"
"CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR","18.121406435640232","23.66684694289699","80.84444444444445"
"WEST WOODS OF NILES","18.116075012131997","20.537584110871244","95.06666666666666"
"GREENWOOD HEALTHCARE CENTER","18.109548603546685","33.62755462080585","163.86666666666667"
"LIFE CARE CENTER AT INVERRARY","18.109057943081854","23.934013306937604","112.58888888888889"
"PACIFIC COAST MANOR","18.108224906954227","20.589405174939476","96.12222222222222"
"COMPLETE CARE AT SUMMIT RIDGE","18.101229084844555","24.238046420657025","142.73333333333332"
"COEUR D'ALENE HEALTH & REHABILITATION OF CASCADIA","18.09195438841575","29.999914451503553","65.06666666666666"
"CHERRY HILL FOR NURSING AND REHABILITATION","18.07421498132108","22.29271086846928","106.33333333333333"
"AUGUSTANA CARE HASTINGS HEALTH AND REHABILITATION","18.06482401600106","20.224791842097652","60.22222222222222"
"THE OAKS AT WOODFIELD","18.057991729961174","20.77784417118711","59.96666666666667"
"SANDIA RIDGE CENTER","18.056700218085382","25.453028527154856","127.84444444444445"
"EMBASSY MANOR AT EDISON NURSING AND REHABILITATION","18.048388750461783","35.5711807533089","230.06666666666666"
"SAPPHIRE NURSING AND REHAB AT GOSHEN","18.03308577795499","20.548823458635958","116.58888888888889"
"MOUNT SAINT JOSEPH REHAB CENTER","18.031231655561427","21.477513407624176","77.74444444444444"
"CEDARWOOD PLAZA","18.026422215367898","24.278311072785336","100.43333333333334"
"POTOMAC VALLEY REHABILITATION AND HEALTHCARE","18.02494370325794","22.188464156751717","172.0222222222222"
"MEMORIAL HOSPITAL OF GARDENA D/P SNF","18.024119575657004","25.709443048403834","58.55555555555556"
"THE GUARDIAN CENTER","18.022698028232018","21.21656437188739","102.7"
"LIFE CARE CENTER OF MERRIMACK VALLEY","18.01514483226996","31.77859704882176","113.24444444444444"
"POMEROY LIVING STERLING SKILLED REHABILITATION","18.00813594363938","37.108038759187636","134.17777777777778"
"SUNSET LAKE HEALTHCARE AND REHABILITATION CENTER","18.00543440795715","21.055924499701554","116.82222222222222"
"COMPLETE CARE AT SHREWSBURY LLC","17.997685999175776","22.96431647289276","98.15555555555555"
"BAYLEY PLACE","17.9948468932167","37.19516926115268","100.41111111111111"
"LUTHERAN HOME AT TOPTON  THE","17.989366057253772","30.632976759125892","174.24444444444444"
"SHELBY RIDGE NURSING HOME","17.987589863128804","25.616878046711108","124.96666666666667"
"LEGACY DUBLIN","17.98538906238459","23.02922883585189","103.63333333333334"
"CAMBRIDGE REHABILITATION AND HEALTHCARE CENTER","17.98443685308891","24.191048013573248","159.1"
"EPWORTH VILLA HEALTH SERVICES","17.983564393685832","29.0338918493759","69.13333333333334"
"SOUTHPOINT REHABILITATION AND HEALTHCARE CENTER","17.98054417388455","26.965053591056325","132.66666666666666"
"SELLERSBURG HEALTHCARE CENTER","17.978014038376006","20.081113604466903","101.25555555555556"
"OAKS - LIMESTONE  THE","17.969756743055736","24.689997779200787","91.46666666666667"
"THE VILLAS AT BROOKVIEW","17.950738224624324","21.5150623718343","95.42222222222222"
"COMPLETE CARE AT WESTFIELD  LLC","17.94941045912685","30.217723388832507","196.1"
"KINGSBROOK LIFECARE CENTER","17.939767437875066","27.642894172799096","128.12222222222223"
"VILLA CORONADO D/P SNF","17.922669438554895","26.43057584658664","80.12222222222222"
"SIGNATURE HEALTHCARE OF TERRE HAUTE","17.9222936525969","25.498398875067114","148.25555555555556"
"ADARA LIVING","17.912523066641754","24.288887394394678","157.9"
"OAKS OF WEST KETTERING THE","17.9119672770382","21.666230598528408","83.42222222222222"
"SPANISH HILLS WELLNESS SUITES","17.906228087524767","21.74901325725068","129.74444444444444"
"OAKWOOD HEALTHCARE & REHABILITATION CENTER","17.901321632900967","29.57796902019236","127.4888888888889"
"ROBERTSDALE REHABILITATION & HEALTHCARE CTR","17.897413815833456","22.09788508518137","122.32222222222222"
"SQUIRREL HILL WELLNESS AND REHABILITATION CENTER","17.896960826854144","22.764877107441983","108.56666666666666"
"PROMEDICA SKILLED NURSING AND REHABILITATION (LELY","17.896936966714822","21.58561682948028","105.95555555555555"
"ABSOLUT CTR FOR NURSING & REHAB AURORA PARK L L C","17.89425683991464","35.87439028389338","168.84444444444443"
"OAK HAVEN REHAB AND NURSING CENTER","17.862474682808863","22.16911370596027","116.1"
"DAVIS PLACE","17.8618726635517","24.008439954599556","155.95555555555555"
"PARKSHORE ESTATES NURSING & REHAB","17.860616069405122","22.863229472446747","216.13333333333333"
"PEARL OF ELGIN  THE","17.856047196597235","20.078130661570267","120.91111111111111"
"GALLATIN NURSING & REHAB","17.85271791507963","27.452991428236118","109.36666666666666"
"PINE CREST HEALTH CARE","17.83161132257964","25.250214922263023","157.22222222222223"
"BAY COUNTY MEDICAL CARE FACILITY","17.818187239569845","24.35307105262383","79.24444444444444"
"SIGNATURE HEALTHCARE OF SPENCER COUNTY","17.79694979573718","23.481493527535633","83.53333333333333"
"WASHINGTON CENTER FOR REHAB AND HEALTHCARE","17.794386967610283","24.541972124409767","116.92222222222222"
"WALDORF  CENTER","17.781976065721178","24.97180867868709","110.5"
"SMP HEALTH - ST CATHERINE SOUTH","17.77612459151695","21.952781925751623","89.3"
"UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY","17.772689624769367","20.82183698254403","83.5111111111111"
"PHOENIX MOUNTAIN POST ACUTE","17.772345433112648","23.697094757278006","114.34444444444445"
"BEDROCK REHABILITATION AND NURSING CENTER AT WEDGE","17.76952799474581","29.643445152543592","114.02222222222223"
"AVENUE CARE AND REHABILITATION CENTER  THE","17.765341702110856","22.545427853638536","91.22222222222223"
"HANOVER HILL HEALTH CARE CENTER","17.764140197777433","32.30961522449712","112.78888888888889"
"SKILES AVE & STERLING DR URBAN RENEWAL OPRATIONS L","17.746127978174453","21.45506514400749","62.94444444444444"
"OPP HEALTH AND REHABILITATION  LLC","17.744113572398817","23.2704570886013","154.61111111111111"
"ALPINE SKILLED NURSING AND REHABILITATION CENTER","17.740150033278212","32.75580075275941","126.12222222222222"
"PRUITTHEALTH - LAUREL PARK  LLC","17.735675410656338","21.6856837650417","85.21111111111111"
"BROOKSVILLE HEALTHCARE CENTER","17.735630756040415","26.280128806759592","140.51111111111112"
"ABINGTON MANOR","17.721983392971964","21.541555556476393","108.95555555555555"
"COMPLETE CARE AT CLARK LLC","17.71545506351606","34.22755733705177","123.86666666666666"
"CARRINGTON PLACE OF ST PETE","17.715111374420363","22.025417098553717","111.05555555555556"
"LOGAN SQUARE REHABILITATION AND HEALTHCARE CENTER","17.709952095755124","20.57576576377572","102.54444444444445"
"NURSING & REHABILITATION CENTER OF MELBOURNE","17.703372651864598","22.341413751194775","161.43333333333334"
"MANOR AT BLUE WATER BAY  THE","17.70181230450487","21.822508538235777","109.14444444444445"
"PALM GARDEN OF WEST PALM BEACH","17.70090126906077","26.458133406996726","143.57777777777778"
"BETHANY ON 42ND","17.69565794521957","20.583922899485785","114.1"
"OAK MANOR HEALTHCARE & REHABILITATION CENTER","17.692114406639227","27.764902155673457","131.12222222222223"
"WESTCHESTER GARDENS HEALTH & REHABILITATION","17.690169395254003","21.853096642312334","113.56666666666666"
"WILSHIRE AT LAKEWOOD REHAB CENTER","17.670903421993003","25.9152162036873","131.4111111111111"
"RIVER TOWNE CENTER","17.67016315437749","32.975836164161","133.56666666666666"
"HOLLAND HOME - RAYBROOK MANOR","17.66012020076925","20.054440574759045","83.4"
"TACONIC REHABILITATION AND NURSING AT BEACON","17.655649023152943","22.708782367743574","119.18888888888888"
"MISSION POINT NSG & PHY REHAB CTR OF FLINT","17.650948361519532","27.266038562733083","132.35555555555555"
"DESERT TERRACE HEALTHCARE CENTER","17.650414972464432","23.974099386173528","92.6"
"TERRACE AT SOLARBRON THE","17.645635636885043","21.604059383063014","83.33333333333333"
"MEDILODGE OF RICHMOND","17.64299457098469","20.19923152600156","106.5"
"RAE ANN SUBURBAN","17.640823618175837","20.620354026678964","95.06666666666666"
"YORK SOUTH SKILLED NURSING AND REHABILITATION CTR","17.63745900231203","23.489605388090013","135.5888888888889"
"GLENS FALLS CENTER FOR REHABILITATION AND NURSING","17.624911870874556","27.003115717023583","110.91111111111111"
"LIFE CARE CENTER OF ORANGE PARK","17.619147871933503","30.20825932351808","170.4"
"ALTERCARE OF CUYAHOGA FALLS CTR FOR REHAB & NURSIN","17.592600155262026","24.624158255209096","72.9888888888889"
"UNC REX REHAB & NURSING CARE CENTER OF APEX","17.581664323573307","21.905562902940154","91.1"
"BRICKYARD HEALTHCARE - PORTAGE CARE CENTER","17.579289423560766","21.5959206772222","132.14444444444445"
"HEARTS & HANDS  POST ACUTE CARE & REHAB CENTER","17.57606387594054","25.672494677200266","100.55555555555556"
"LEHIGH ACRES HEALTHCARE & REHAB CENTER","17.57012954462092","22.595639989011346","120.26666666666667"
"CHAPIN HOME FOR THE AGING","17.558218880333158","28.734573563090926","149.82222222222222"
"PALM GARDEN OF CLEARWATER","17.554694620209112","21.954507401646637","153.0222222222222"
"COMPLETE CARE AT KRESSON VIEW  LLC","17.550831428151884","31.98344072339501","220.01111111111112"
"GROVE AT NORTH HUNTINGDON  THE","17.54658938733669","21.400359681475063","101.23333333333333"
"CENTRE CARE REHABILITATION AND WELLNESS SERVICES","17.5406894983465","24.80021608479822","222.66666666666666"
"PALM GARDEN OF PORT SAINT LUCIE","17.53038690231302","20.351447285285715","112.21111111111111"
"CITY VIEW POST ACUTE","17.526756688704864","41.77027880697959","166.8111111111111"
"BLAIRE HOUSE OF TEWKSBURY","17.52370981839241","23.696986412737132","103.75555555555556"
"LEGACY KETTERING","17.51811439867014","26.53206693356663","97.45555555555555"
"PALM GARDEN OF GAINESVILLE","17.498274780832514","25.2297656937635","134.86666666666667"
"STANFORD CARE AND REHAB  LLC","17.493114616578836","20.55256043233042","108.5"
"ALAMEDA COUNTY MEDICAL CENTER D/P SNF","17.491136181095893","21.42672400747234","107.36666666666666"
"SKLD BELTLINE","17.489192081388694","22.252660582465488","120.02222222222223"
"FINGER LAKES HEALTH","17.48789360787835","31.444356028997394","208.9777777777778"
"DELMAR GARDENS OF CHESTERFIELD","17.482036403720546","24.615680964879054","169.34444444444443"
"ST ANTHONY HEALTHCARE CENTER","17.47849587195349","24.667927307859575","131.4"
"ROSSVILLE  REHABILITATION AND HEALTHCARE CENTER","17.478180927824965","20.958968725589234","147.8111111111111"
"ARCADIA HEALTH AND REHABILITATION CENTER","17.476500183865596","21.286839991036594","142.5222222222222"
"PRUITTHEALTH-DURHAM","17.47582510701673","28.104477392412484","95.35555555555555"
"WOODLAND GROVE HEALTHCARE & REHABILITATION CENTER","17.471735987324635","21.07114979869669","110.44444444444444"
"BAY AREA HEALTHCARE CENTER","17.47172320457602","22.495048461817976","63.68888888888889"
"CAYUGA NURSING AND REHABILITATION CENTER","17.465174935169966","22.14430535217188","119.8"
"HEALTHBRIDGE POST-ACUTE REHABILITATION","17.45904800887009","28.89043070539534","65.0111111111111"
"ST FRANCIS REHABILITATION & NURSING CENTER","17.450007959246832","25.153993417178523","122.02222222222223"
"CHESTNUT HILL OF EAST LONGMEADOW","17.44124276323486","21.0584802294831","118.52222222222223"
"SANTE OF MESA","17.439911399692946","20.923417966418","67.68888888888888"
"AVALON REHABILITATION AND HEALTHCARE CENTER","17.43821266425677","20.91930650187408","140.93333333333334"
"VILLA ST FRANCIS CATHOLIC CARE CENTER INC","17.437332508833364","21.599758406035775","111.27777777777777"
"HOLIDAY RESORT","17.41757979382133","20.221463275057197","65.72222222222223"
"CITADEL POST ACUTE","17.41271553023193","26.928598709617987","117.34444444444445"
"HORIZON HEALTH & SUBACUTE CENTER","17.40904030780115","37.75074371909321","160.74444444444444"
"DARBY GLENN NURSING AND REHABILITATION CENTER","17.396688385304923","20.290210563168863","91.12222222222222"
"BARTRAM CROSSING","17.391181668030733","24.440965750231616","100.93333333333334"
"SUTTON PARK CENTER FOR NURSING AND REHABILITATION","17.38747239586891","22.899094876059713","149.11111111111111"
"GREENWOOD VILLAGE SOUTH","17.381307174311527","21.34430365825163","121.31111111111112"
"THE CITADEL MOORESVILLE","17.36929362432272","23.90056157424657","103.68888888888888"
"UNIVERSITY HEALTH LAKEWOOD CARE CENTER","17.36398657935","39.924057440482926","153.54444444444445"
"RESPIRATORY AND NURSING CENTER OF DAYTON","17.347473362035476","21.296081034812563","74.18888888888888"
"CARE ONE AT MILLBURY","17.34019441599544","24.85811171132442","143.54444444444445"
"MANATEE SPRINGS REHABILITATION AND NURSING CENTER","17.337475247275965","20.84072322118459","116.5111111111111"
"SOLARIS HEALTHCARE PARKWAY","17.33624133809962","23.127341801998487","165.63333333333333"
"CONCORD POST ACUTE","17.331037920967603","29.962245253523278","184.63333333333333"
"SANTA FE POST-ACUTE","17.330059811033756","30.33556620204776","163.9777777777778"
"BELMONT HEALTH & REHABILITATION  THE","17.318649876187","27.175984925372553","114.44444444444444"
"RECHE CANYON REGIONAL REHAB CENTER","17.318584118665793","39.71103483534099","137.1888888888889"
"LENAWEE MEDICAL CARE FACILITY","17.31813665284859","26.140425028818967","112.06666666666666"
"CRESCENT HEALTH AND REHABILITATION CENTER","17.31506631529857","21.659732091731073","101.04444444444445"
"COMPLETE CARE AT OCEAN GROVE LLC","17.31199342830066","22.802438218862033","86.17777777777778"
"MANOR COURT OF CARBONDALE","17.29807910972753","22.856412275002697","106.0111111111111"
"PARK TERRACE HEALTH CAMPUS","17.295905157193108","21.073397970064274","72.42222222222222"
"TRELLIS PARADISE","17.289528968185635","28.459849822916336","76.77777777777777"
"AVANTARA PARK RIDGE","17.284753705915435","24.014247000244747","135.75555555555556"
"MEADOW GREEN NURSING AND REHABILITATION CENTER","17.251607969348537","24.313278797914503","111.22222222222223"
"ALLENDALE REHABILITATION AND HEALTHCARE CENTER","17.24341981028652","20.503490194959042","100.43333333333334"
"EASTON SKILLED NURSING AND REHABILITATION CENTER","17.239249457327332","25.528348052786598","196.82222222222222"
"ASPIRE AT RIDGE HAVEN","17.22997934632402","21.145823825569334","93.41111111111111"
"TWIN TOWERS","17.221950174144922","25.323201049525714","70.67777777777778"
"WILLOW CREEK HEALTHCARE CENTER","17.216581132526073","34.299059858514305","153.12222222222223"
"BAPTIST HEALTH NURSING AND REHABILITATION CENTER","17.21508843029629","21.37949290596843","174.04444444444445"
"THE GREENS AT SPRUCE PINES","17.20674554389841","21.526599564866935","102.08888888888889"
"MAJESTIC CARE OF CEDAR VILLAGE.","17.205001825386226","22.532607560280056","135.01111111111112"
"MORGANTOWN CARE & REHABILITATION CENTER","17.20416310245956","21.925791565264383","114.04444444444445"
"WYOMING COUNTY COMMUNITY HOSPITAL S N F","17.204025077124246","30.83260795684353","134.7888888888889"
"WICHITA CENTER FOR REHABILITATION & HEALTHCARE","17.203356898522195","23.21509680714205","104.35555555555555"
"GRIMES CENTER","17.200537473819374","21.959655614765484","99.2"
"HERITAGE MANOR OF VILLE PLATTE","17.1979299698635","25.966902848736936","109.58888888888889"
"BETHESDA DILWORTH","17.188808172892454","22.75220626966379","125.18888888888888"
"PRESENTATION REHAB AND SKILLED CARE CENTER","17.18692040909837","28.25629448181529","112.03333333333333"
"WEXNER HERITAGE HOUSE","17.182833238871186","22.813365917415556","92.61111111111111"
"GREENBRIAR HEALTHCARE REHABILITATION AND NURSING C","17.18234844801363","20.0054385345579","77.73333333333333"
"FALL RIVER HEALTHCARE","17.17969052074818","20.83393199749223","156.0"
"LEDGEWOOD REHABILITATION AND NURSING CENTER","17.1732903663684","22.11081228324083","118.35555555555555"
"WILLISTON CARE CENTER AND REHAB","17.171234774521466","27.342026018270964","113.1"
"EL JEN SKILLED CARE","17.16966834053137","26.477763737414314","135.93333333333334"
"RIVERGATE TERRACE","17.167268989315115","35.85840770041156","223.4"
"PINE CREEK CARE CENTER","17.164112911779192","24.409046958695125","96.0"
"PROSPER HEALTH AND REHABILITATION CENTER","17.16192745292587","22.764953471710044","112.02222222222223"
"BUFFALO CROSSINGS HEALTHCARE & REHABILITATION CEN","17.15648010292658","23.92594176980024","112.42222222222222"
"SALUDE - THE ART OF RECOVERY","17.12049716231321","21.59415628098699","61.922222222222224"
"INLAND VALLEY CARE AND REHABILITATION CENTER","17.117127587825227","53.34973959456055","227.43333333333334"
"LUXE AT LUTZ REHABILITATION CENTER (THE)","17.11416923198544","23.00130618346665","110.2"
"HATHAWAY MANOR EXTENDED CARE","17.109794018841004","23.878630445009993","137.13333333333333"
"SOLDIERS AND SAILORS MEMORIAL HOSPITAL E C U","17.108772927732012","34.370956041771834","104.55555555555556"
"ST JOHNS NURSING CENTER","17.105934223374838","24.311836726407076","164.56666666666666"
"THE HIGHLANDS AT BRIGHTON","17.105414127961208","36.59789284444282","134.83333333333334"
"IGNITE MEDICAL RESORT KANSAS CITY  LLC","17.104645317682916","20.048803639848227","84.9"
"COMPLETE CARE AT FAIR LAWN EDGE","17.102477786160623","24.555187169778673","149.22222222222223"
"LODGE CARE CENTER INC THE","17.101022554597897","24.60798555321149","103.25555555555556"
"COMMUNITY EXTENDED CARE HOSPITAL OF MONTCLAIR","17.100809133998734","30.95480403937412","123.27777777777777"
"QUALITY LIFE SERVICES - APOLLO","17.09208554462179","20.3743676326276","125.73333333333333"
"FOURAKER HILLS REHAB AND NURSING CENTER","17.088905034552138","21.287698152128076","110.44444444444444"
"OVERLAND PARK CENTER FOR REHABILITATION AND HEALTH","17.08777018958789","23.488158715470266","102.18888888888888"
"ALBERTVILLE NURSING HOME","17.0786280491061","26.171622763809918","154.86666666666667"
"THE PILLARS OF BILOXI","17.0705224191974","21.640181004816956","139.5888888888889"
"MCGUFFEY HEALTH & REHABILITATION CENTER","17.060079633566207","24.67292931557248","167.87777777777777"
"AVANTE VILLA AT JACKSONVILLE BEACH INC","17.059426498549875","21.182017642583922","135.25555555555556"
"MCV HEALTH CARE FACILITIES  INC","17.04081160099563","25.82653487813228","68.91111111111111"
"CAREONE AT EVESHAM","17.03958933063834","21.46740990175893","113.45555555555555"
"PALATKA CENTER FOR REHABILITATION AND HEALING","17.03326223810079","23.630878411136088","165.0888888888889"
"FOUNTAINVIEW CARE CENTER","17.032026420100546","20.694265642117344","91.88888888888889"
"SILVER RIDGE HEALTHCARE CENTER","17.017480303680284","25.549720404095446","135.77777777777777"
"OXFORD REHABILITATION AND HEALTHCARE CENTER","17.0109037595111","22.983277214598793","166.16666666666666"
"ALTERCARE OF NOBLES POND  INC","17.00328887160505","20.30721656976591","62.37777777777778"
"THE REDWOODS POST-ACUTE","17.00063112523381","21.07216231833327","147.95555555555555"
"COMPLETE CARE AT CHESTNUT HILL LLC","16.978294737612885","29.801424045774304","104.12222222222222"
"KERN RIVER TRANSITIONAL CARE","16.977403150162527","38.34605189241672","134.46666666666667"
"GROVE HEALTHCARE AND REHABILITATION CENTER AND REH","16.972517476350426","20.23707041168066","114.76666666666667"
"RIVERVIEW HEALTH & REHAB CENTER","16.96944154976638","34.9352495819963","136.04444444444445"
"COMPLETE CARE AT PROSPECT HEIGHTS LLC","16.965275589942433","30.82315552234321","105.56666666666666"
"CHANDLER POST ACUTE AND REHABILITATION","16.961118695139966","24.536002173177796","101.05555555555556"
"HILLCREST VILLAGE","16.959092424352686","22.221745155581008","119.72222222222223"
"CHESTNUT HILL LODGE HEALTH AND REHAB CTR","16.94432529959317","23.710715828976273","169.74444444444444"
"FAHRNEY-KEEDY MEMORIAL HOME","16.943237471045833","34.66952706605516","82.24444444444444"
"TRELLIS CENTENNIAL","16.94003158879732","24.349270570030605","71.06666666666666"
"BERKSHIRE NURSING & REHABILITATION CENTER","16.925566144913514","20.50714093373099","166.4111111111111"
"BROOKSIDE HEALTHCARE CENTER","16.92165226386391","43.286229293244126","88.86187845303867"
"ALTA SKILLED NURSING AND REHABILITATION CENTER","16.906206313731282","24.40776044005656","154.5222222222222"
"YEADON REHABILITATION AND NURSING CENTER","16.903661676982527","25.560975786265814","189.36666666666667"
"PRUITTHEALTH - MACON","16.900405237374713","28.815324447285036","151.7"
"HILLCREST COMMONS NURSING & REHABILITATION CENTER","16.897428192062215","39.58475387750463","229.5222222222222"
"SAINT PAUL HOMES","16.89727283545795","27.076128399175516","111.44444444444444"
"COPLEY HEALTH CENTER","16.887002366874544","22.689027889693204","113.67777777777778"
"HAVEN OF OUR LADY OF PEACE","16.862303629352695","21.428218552909087","91.11111111111111"
"IMMACULATEMARYCENTER FOR REHABILITATION&HEALTHCARE","16.851482114355385","41.77763374799076","254.92222222222222"
"MANATAWNY CENTER FOR REHABILITATION AND NURSING","16.841708155143326","23.129594897281695","123.83333333333333"
"BEACHWOOD POST-ACUTE & REHAB","16.83766806459672","47.9969310766062","217.17777777777778"
"COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER","16.83457183859346","26.791625227201006","150.6"
"CRESCENT CITIES NURSING & REHABILITATION CENTER","16.831837225389936","27.548830356205794","153.7"
"LINCOLN HILLS OF NEW ALBANY","16.828582474257345","33.21674803307622","111.45555555555555"
"SEVEN HILLS HEALTH & REHABILITATION CENTER","16.828173691024254","21.39956289588251","147.51111111111112"
"LAGUNA HILLS HEALTH AND REHABILITATION CENTER","16.823068776070002","26.096143795224545","175.4"
"CARE ONE AT REDSTONE","16.815506979237615","26.0685527876874","154.76666666666668"
"LITCHFIELD WOODS HEALTH CARE CENTER","16.808003550662203","21.96269877588833","148.1"
"WOODHAVEN NURS & ALZHEIMER'S C","16.796642415901285","21.632634891685452","95.94444444444444"
"SULLIVAN COUNTY HEALTH CARE","16.792168663072008","22.233393975848916","123.9888888888889"
"WOODSTOCK NURSING & REHAB CTR","16.78954329471007","34.2344888420968","119.22222222222223"
"DAYSPRING OF MIAMI VALLEY HLTH CARE CENTER & REHAB","16.78784683145269","25.192246648662117","127.0"
"GOLDEN AGE NURSING HOME OF GUTHRIE  LLC","16.76491081713878","20.423554979544985","115.8"
"GOOD SHEPHERD HEALTH CENTER","16.762144046568476","23.468662142621596","157.9"
"ST MARY'S CENTER FOR REHABILITATION & HEALTHCARE","16.760853853726164","29.512137404717567","202.61111111111111"
"PIONEER VALLEY HEALTH & REHABILITATION","16.756802306277844","25.9013102544325","120.9888888888889"
"LUTHERAN CONVALESCENT HOME","16.75114166839143","22.744902002855216","134.96666666666667"
"DIAMOND RIDGE HEALTH AND REHABILITATION CENTER","16.750855019450405","28.61552085333874","132.37777777777777"
"POCOPSON HOME","16.749971915865267","27.70253075792529","166.66666666666666"
"DELMAR GARDENS OF LENEXA","16.745753125514995","21.887035144286884","152.48888888888888"
"LARKSFIELD PLACE","16.744854776143498","24.896628502695453","76.91111111111111"
"SANDGATE GARDENS REHAB AND NURSING CENTER","16.740907557627644","20.27796182436054","102.87777777777778"
"CENTER AT WATERFRONT LLC","16.73717146792131","24.90935484420766","64.45555555555555"
"SOLARIS HEALTHCARE MERRITT ISLAND","16.736948256889836","21.2762643423117","173.72222222222223"
"ROSEWOOD HEALTHCARE AND REHABILITATION CENTER","16.733247160946178","24.352450676114387","143.53333333333333"
"BETHESDA MEADOW","16.7222985386125","23.875766944561413","107.38888888888889"
"GLENWOOD HEALTH CENTER BY HARBORVIEW","16.719985172908263","31.008484398487074","206.7888888888889"
"BOSTONIAN NURSING CARE & REHABILITATION CTR  THE","16.715659186143057","21.252381825184248","110.23333333333333"
"DRIFTWOOD NURSING CENTER","16.70862368427034","24.633649703042526","109.42222222222222"
"DIMONDALE NURSING CARE CENTER","16.704732746435596","26.714654232617143","141.01111111111112"
"PRUITTHEALTH-RALEIGH","16.700593745752702","23.250176984614107","143.16666666666666"
"CORNING CENTER FOR REHABILITATION AND HEALTHCARE","16.693600464671846","20.38912362902218","116.13333333333334"
"TACONIC REHABILITATION AND NURSING AT HOPEWELL","16.68553900720546","24.258235976786978","135.06666666666666"
"HAMILTON TRACE OF FISHERS","16.676934936438283","29.187351028857417","103.87777777777778"
"YORKVIEW NURSING AND REHABILITATION","16.674782902078835","26.28711112500529","176.8111111111111"
"IGNITE MEDICAL RESORT DYER LLC.","16.673099342013042","26.206201794733598","97.04444444444445"
"SOLARIS HEALTHCARE LAKE ZEPHYR","16.668368713655454","23.647263697215838","114.08888888888889"
"ROCHESTER CENTER FOR REHABILITATION AND NURSING","16.66784078261359","31.39539087254609","119.87777777777778"
"CREST POINTE REHABILITATION AND HEALTHCARE CENTER","16.667426012664354","21.82277026691036","105.35555555555555"
"MENTOR RIDGE HEALTH AND REHABILITATION","16.664286476213526","20.51311890330819","94.71111111111111"
"RYDAL PARK OF PHILADELPHIA PRESBYTERY HOMES  INC","16.65979586941931","24.071242441595537","96.14444444444445"
"HERITAGE REHABILITATION CENTER","16.648326133267922","23.155330538754868","122.4888888888889"
"ASHTON CREEK HEALTH AND REHABILITATION CENTER","16.645371265887825","22.58524737377902","110.56666666666666"
"DELANO DISTRICT SKILLED NURSING FACILITY","16.637672034485128","22.526261577456133","132.1888888888889"
"BOULEVARD REHABILITATION CENTER","16.635218457645305","25.790121183387846","125.75555555555556"
"SANCTA MARIA NURSING FACILITY","16.63031241096787","25.07638496427966","130.55555555555554"
"AUTUMN LAKE HEALTHCARE AT OAKVIEW","16.62053188716398","23.49325321333975","114.76666666666667"
"GREENCROFT HEALTHCARE","16.619953764291594","21.291092130692373","153.3"
"COLLAR CITY NURSING AND REHABILITATION CENTER","16.6066180421327","22.816219237949195","113.05555555555556"
"SAN GABRIEL CONV CENTER","16.595820603951232","21.13524551693278","121.5111111111111"
"ESTRELLA HEALTH AND REHABILITATION CENTER","16.59098159307217","23.73291544141767","128.1"
"WILTON MANORS HEALTHCARE & REHABILITATION CENTER","16.58838032262088","21.102900961232084","135.38888888888889"
"DEERFIELD BEACH HEALTH AND REHABILITATION CENTER","16.58559048685795","22.03984234147227","181.86666666666667"
"NORTHAMPTON MANOR NURSING AND REHABILITATION CENTE","16.584544015448934","22.423803171738616","112.93333333333334"
